title,company,description,link,listedOn,email,phone,city,region,salary,runDate,jobType,regionName,applyType
Dispatch & Customer Service,Just Looking,"Want to do something good for the planet, work for an awesome team and have a bit of a laugh while you do it?? Come join us!",https://www.seek.co.nz/job/82247241?type=standard&ref=search-standalone&origin=cardTitle#sol=45af6c50538af3df6bb9892291f595969f831702,13d ago,,,Hamilton Central,Waikato,"$55,000 – $75,000 per year",2025-03-13,,,Quick Apply
Full-Time Sales Assistant,Red Dragonfly Travel,"We have an exciting opportunity for a confident, self-motivated person to join the Sales Team at our beautiful Palmerston North store.",https://www.seek.co.nz/job/82705475?type=standard&ref=search-standalone&origin=cardTitle#sol=2ee1f9e26c2bbdb39379f946cc6f566428ca09f6,2d ago,,,Hamilton Central,Waikato,$23.15 per hour,2025-03-13,,,Quick Apply
Travel Advisor,CHT Healthcare Trust,"This will be a very rewarding role for someone who loves selling, enjoys creating exceptional holidays and dealing with great customers.",https://www.seek.co.nz/job/82435630?type=standard&ref=search-standalone&origin=cardTitle#sol=7aecdad444451020c0448805df4332c096df4935,25d ago,,,Hamilton Central,Waikato,$27 – $30 per hour,2025-03-13,,,Quick Apply
People & Culture Administrator,NAZAR GROUP,As a P&C Admin you will be an integral part of our vibrant and supportive People and Culture team. Reporting directly to Head of P&C,https://www.seek.co.nz/job/82698815?type=standard&ref=search-standalone&origin=cardTitle#sol=804f6023a1b5cf8f3237788920488379a1450c38,2d ago,,,Hamilton Central,Waikato,$25 – $27 per hour,2025-03-13,,,Apply
SUPERSTAR MORNING CAFE PERSON ***START ASAP *** MON - FRI 9am -2pm,RCR Infrastructure Limited,Friendly waitpeople needed for our Italian restaurant and eatery located in the heart of Sylvia Park.,https://www.seek.co.nz/job/82111721?type=standard&ref=search-standalone&origin=cardTitle#sol=8c4197c6e0ec57d759e54b3d78aa601930ba8c40,16d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Electrical Apprentice,Tasti Products Ltd,Are you keen to develop a career in the Electrical Industry? Great opportunity to get excellent training and development from our field experts.,https://www.seek.co.nz/job/82700988?type=standard&ref=search-standalone&origin=cardTitle#sol=389af7406275cf4e9ade9e53bcbe85224c4c0393,8d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Production Team Member working on our Twilight shift (16.10 - 00.40am),Golf Warehouse Ltd,We are looking for production operators to join our team at Tasti working an afternoon/evening shift (16.10 - 00.40).,https://www.seek.co.nz/job/82338799?type=standard&ref=search-standalone&origin=cardTitle#sol=1c54d07b10d117f2a20d9b14279043e39cba901c,10d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Part Time / Full Time Golf Retail,Robert Barry HR,"Welcome customers with a smile, make friends, share your skills, passion and experience with them. The result, more golfers, more FUN and better golf.",https://www.seek.co.nz/job/82561570?type=standard&ref=search-standalone&origin=cardTitle#sol=b9e86ac4e8a19362ef6eaad884fc25ec13e6fe42,1d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Production Operators x 2 Immediate Start,MYTONA PTE. LTD.,Looking for detailed oriented and experienced production workers working on various lines. Immediate Start for 2 people. full time.,https://www.seek.co.nz/job/82468878?type=standard&ref=search-standalone&origin=cardTitle#sol=f5018f00c294ad52cf2f89d422588afb65621e29,10d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Customer Service & Operations Officer - Airfreight,Manawanui,New opportunity to join a global company in air freight operations,https://www.seek.co.nz/job/82730204?type=standard&ref=search-standalone&origin=cardTitle#sol=926b1bd030baa492fa5b77dbfc4504d42af4afd9,1d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Corporate Driver,Cornerstone HR,"As a Corporate Driver, you'll ensure the CEO’s safe transport while handling errands and assisting Mytona. The role offers variety and flexibility.",https://www.seek.co.nz/job/82479662?type=standard&ref=search-standalone&origin=cardTitle#sol=d34db5e9182fd479a7e151c79bfd66d736d24709,6d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Customer Care Superstar! Customer Experience Consultant,NZ Muscle Limited,We're proud to be the team that supports our customers on a daily basis. Come join us.,https://www.seek.co.nz/job/82728584?type=standard&ref=search-standalone&origin=cardTitle#sol=33de5602475a0dddb7354b390050094186e32ec9,10d ago,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Reach Drivers,,"""Steady Reach Driver jobs in Auckland! Good hours, friendly teams, and ongoing work. If you’ve got the skills, we want you!""",https://www.seek.co.nz/job/81345815?type=standard&ref=search-standalone&origin=cardTitle#sol=dc93e7e617285d53b99140c0f24ac3766fb2d56c,,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Part Time Retail Sales Star,,Employee discounts and rewarding team culture. Join NZ Muscle as a Part-Time Retail Sales Star today!,https://www.seek.co.nz/job/82469788?type=standard&ref=search-standalone&origin=cardTitle#sol=efceb2e28fa51e1ff1295fc95766c829b6a464dc,,,,Hamilton Central,Waikato,,2025-03-13,,,Quick Apply
Team Members - Meat Processing (Evening Shift),Silver Fern Farms,Contribute as a team member to support our evening shift at our Pacific site in producing high qualtiy New Zealand grass fed red meat.,https://www.seek.co.nz/job/82641520?type=standard&ref=search-standalone&origin=cardTitle#sol=a829e0e0a05108a06a7f7a2b04837174f3305354,4d ago,,,Whakatu,Hawkes Bay,$70k - $71k p.a. + plus 9% ($6058) superannuation,2025-03-13,,,Apply
Recovery Coordinator - New Plymouth,ACC New Zealand,Partner with clients who have suffered injuries and facilitate the support they need to return to independence,https://www.seek.co.nz/job/82668578?type=standard&ref=search-standalone&origin=cardTitle#sol=e9858049946b9786fc540a7e70528180bcda4a42,3d ago,,,Whakatu,Hawkes Bay,$25 – $30 per hour,2025-03-13,,,Apply
Courier Driver,TasmanRD Limted,Courier Driver,https://www.seek.co.nz/job/82757412?type=standard&ref=search-standalone&origin=cardTitle#sol=a7d3ceb6eb23e5858b4e9692ad421d072d644298,46m ago,,,Whakatu,Hawkes Bay,"$60,000 – $90,000 per year",2025-03-13,,,Quick Apply
Commercial Cleaner (Full Time Role - Monday to Friday),CDC Data Centres,"Make Your Mark at CDC Data Centres as a new cleaner joining our established team. This is a full-time position, no weekends or evenings required.",https://www.seek.co.nz/job/82245278?type=standard&ref=search-standalone&origin=cardTitle#sol=b0508a3dea71ad689ca67df2e9a32603a51ed011,21d ago,,,Whakatu,Hawkes Bay,"Good hourly rate, allowances and staff benefits",2025-03-13,,,Quick Apply
Customer Service Representative,Canopy Healthcare Group,"Full-time customer service role in a fast-paced environment. Bring your passion for amazing customer service, energy, and efficiency to work!",https://www.seek.co.nz/job/82469053?type=standard&ref=search-standalone&origin=cardTitle#sol=1534c6f6fab43a7407220993b3fa836c60694b29,10d ago,,,Whakatu,Hawkes Bay,Great hourly rate + Discounts + Benefits,2025-03-13,,,Quick Apply
Customer Experience & Sales Specialist,Road Ninja,"Own customer interactions, drive conversions, and shape brand experience in a high-impact, fast-paced role! Salary: $60K - $90K, based on experience.",https://www.seek.co.nz/job/82320875?type=standard&ref=search-standalone&origin=cardTitle#sol=5eb42ddeb8af2862b80acda5304c172315ebde54,17d ago,,,Whakatu,Hawkes Bay,$23.15 – $25.50 per hour,2025-03-13,,,Quick Apply
Warehouse Assistant,Smartpay Australia PTY Limited,"If you are passionate about providing great service and working as a part of a dynamic, supportive Warehouse team, apply today!",https://www.seek.co.nz/job/82420936?type=standard&ref=search-standalone&origin=cardTitle#sol=470d6e71c96091844c06b81a1dc91c98a9de94a3,14d ago,,,Whakatu,Hawkes Bay,Competitive hourly rate,2025-03-13,,,Quick Apply
Machine Operator,Oji Fibre Solutions Packaging NZ,"We have a fantastic Production team and are looking for a positive and hardworking person to join our team based at our plant in Penrose, Auckland!",https://www.seek.co.nz/job/82428636?type=standard&ref=search-standalone&origin=cardTitle#sol=e7526f6f9dcab465c8e8618ac783aa5b5e35e2c6,13d ago,,,Whakatu,Hawkes Bay,$26 – $32 per hour,2025-03-13,,,Apply
Customer Service Representative,Earthcare Environmental Ltd,"Join Earthcare Environmental - competitive salary, flexible work arrangements, and ongoing training opportunities.",https://www.seek.co.nz/job/82539814?type=standard&ref=search-standalone&origin=cardTitle#sol=621cf00af027bc43ab579aaf8e28b80e097ed654,8d ago,,,Whakatu,Hawkes Bay,Great hourly rate and corporate benefits,2025-03-13,,,Quick Apply
Kitchen Assistant (Grab & Go) - Victoria University of Wellington,Compass Group New Zealand,"Assist with preparing and presenting food, including portioning and plating for service!",https://www.seek.co.nz/job/82640482?type=standard&ref=search-standalone&origin=cardTitle#sol=8a2c8fc37441e51ef9c6475c8b4452c3d6cfaf0a,4d ago,,,Whakatu,Hawkes Bay,"$25 – $35 per hour ($45,000 - $62,000)",2025-03-13,,,Apply
Cafe Assistant allarounder,Kawau Kitchen,Opportunity to grow and learn No Nights Free Parking,https://www.seek.co.nz/job/82457203?type=standard&ref=search-standalone&origin=cardTitle#sol=a971c1453287780f35981e03a419faf8c4357992,12d ago,,,Whakatu,Hawkes Bay,$25.14 – $29.84 per hour,2025-03-13,,,Quick Apply
Continuous Improvement Manager,Schenker New Zealand Limited,.,https://www.seek.co.nz/job/82743486?type=standard&ref=search-standalone&origin=cardTitle#sol=82170c39c77d7bb65f6e2e2560c572e09f464c0d,18h ago,,,Whakatu,Hawkes Bay,"Great benefits for you, your pets & family!",2025-03-13,,,Quick Apply
Foreign Exchange Sales Consultant- Auckland (Expression of interest),PROSEGUR FOREIGN EXCHANGE PTY LIMITED,"Are you looking for a new career challenge where teamwork is essential, and success is rewarded? If so, APPLY NOW and be a part of Global company.",https://www.seek.co.nz/job/82735465?type=standard&ref=search-standalone&origin=cardTitle#sol=58286a355ff03d369ee12826f5562d72375a1786,21h ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
For a few hours of ur time per day..Thurs-Sun needed,New Zealand Qualifications Authority,"THURS-SUN permanent 1-2hr AM, start the day of a 40yo female in secondary progressive MS. Casual & part-time Thurs-Sun & 7day PM Emergency clean-ups",https://www.seek.co.nz/job/78517163?type=standard&ref=search-standalone&origin=cardTitle#sol=195860e98474595b82ce2cc64d411c61ca6473e0,13d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
Customer Care Representative,Compass Group New Zealand,"A key customer facing channel supporting NZQA's customers by phone, live chat, & e-mail.",https://www.seek.co.nz/job/82593291?type=standard&ref=search-standalone&origin=cardTitle#sol=ec0a458efc00e2d0d034f7a9e3bf987afc54faf9,7d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Apply
Kitchen Hand (Casual)-Northshore Hospital x 5,Eden Orthodontics,"Casual Kitchen Hands required to work at our site at Northshore Hospital,Auckland.Hours of work are as and when required, dependent on business needs",https://www.seek.co.nz/job/82466672?type=standard&ref=search-standalone&origin=cardTitle#sol=489842cbe35fcd6453b6d51a5d3b71b9a643a035,11d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Apply
Receptionist/Patient Care Coordinator,A Supported Life,"Join a dynamic, fast-paced environment today!",https://www.seek.co.nz/job/82642732?type=standard&ref=search-standalone&origin=cardTitle#sol=a3b7065fabf8a0de59894da8647f32d1e684642c,3d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
Community Support - Part Time,James Blackie,"Looking for someone to mentor, coach and cheerlead the wonderful people who we support.",https://www.seek.co.nz/job/81597651?type=standard&ref=search-standalone&origin=cardTitle#sol=305210e0037f2ec2b69defe24b2432d0cabcba08,22d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
Gallery management,Simply Security Limited,"James Blackie is seeking an exceptional person for a managerial role, working with artists and clients, plus admin, social media, and more.",https://www.seek.co.nz/job/82627182?type=standard&ref=search-standalone&origin=cardTitle#sol=6547da0c8e7e8f03fc5063acb9434465a2d787f7,5d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
Casual Security Officers Wanted - Auckland,Petstock Group,"If you are looking for CASUAL work and have a current COA, apply now!",https://www.seek.co.nz/job/82537669?type=standard&ref=search-standalone&origin=cardTitle#sol=daa3a608d311b7e897c3e8d1485132392dd678f4,8d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
"Retail Sales Assistant | Bethlehem",The Better Health Company,Bring your previous customer focused experience & passion for animals to support the daily operations & success of our Bethlehem Store.,https://www.seek.co.nz/job/82700614?type=standard&ref=search-standalone&origin=cardTitle#sol=b8977fcb8809ae080442663346569ebaa4af2e8f,2d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Apply
Fulfillment Team Member,,We are seeking a proactive fulfillment professional who is committed to delivering high quality products to join our Nestle Health Science team.,https://www.seek.co.nz/job/81583636?type=standard&ref=search-standalone&origin=cardTitle#sol=61bba6889e33dd6b2f1b987ddb2d2c4f3a07b91a,20d ago,,,Whakatu,Hawkes Bay,,2025-03-13,,,Quick Apply
Prison Officers - Relocate to Victoria,"Prison Officers, Corrections Victoria",Start your career as a prison officer in Victoria with our regional relocation package. Up to $10k support and $5k sign-on bonus. Conditions apply.,https://www.seek.co.nz/job/82674327?type=promoted&ref=search-standalone&origin=cardTitle#sol=8d9984897343939cbfa3994b642ff9af3fddb487,18d ago,,,Auckland CBD,Auckland,"Earn up to A$88,546 with base salary and penalties (AUD)",2025-03-13,,,Apply
Machine Operator,Oji Fibre Solutions Packaging NZ,"We have a fantastic Production team and are looking for a positive and hardworking person to join our team based at our plant in Penrose, Auckland!",https://www.seek.co.nz/job/82428636?type=promoted&ref=search-standalone&origin=cardTitle#sol=35b7bc59bf0942250c515b3fcf8c5f79854f427a,10d ago,,,Auckland CBD,Auckland,"Good hourly rate, allowances and staff benefits",2025-03-13,,,Apply
Driver,Mahal limited,Mahal Limited provided courier and express delivery services. Our company is looking for Courier Drivers to join our team based in Auckland,https://www.seek.co.nz/job/82285197?type=standard&ref=search-standalone&origin=cardTitle#sol=bc7d979b839b9fbacdd9a527470b3eaf26aadd90,17d ago,,,Auckland CBD,Auckland,$26 - $28,2025-03-13,,,Quick Apply
Store person / Inventory Controller,LSG Sky Chefs,Store person/ Inventory Controller,https://www.seek.co.nz/job/82471234?type=standard&ref=search-standalone&origin=cardTitle#sol=a8e26055c646c5557faa87c0759635c5b017adf5,4d ago,,,Auckland CBD,Auckland,$18.80 – $25 per hour,2025-03-13,,,Apply
Entry Level Inwards / Outwards Goods Postition,Auckland Engineering Supplies,We are looking for the right person to join our small friendly team to help with our inwards goods and merchandising.,https://www.seek.co.nz/job/82297272?type=standard&ref=search-standalone&origin=cardTitle#sol=2d4f30438cf40b1121e889e8e6e40c11f009a8b0,3d ago,,,Auckland CBD,Auckland,"$50,000 – $65,000 per year",2025-03-13,,,Quick Apply
Mobile Applicator,Diamond Fusion easyClean NZ LTD,"If you possess a positive attitude, a strong work ethic, a knack for working autonomously while maintaining high standards, we want to hear from you!",https://www.seek.co.nz/job/82635920?type=standard&ref=search-standalone&origin=cardTitle#sol=4356c603e8848a13340a576e593c8529181740dc,16d ago,,,Auckland CBD,Auckland,$23.84-$29.10 per hour depending on qualifications,2025-03-13,,,Quick Apply
Support Worker - West Auckland,IHC,"Support people with their daily routines, growing their independence and being part of their community.",https://www.seek.co.nz/job/82669011?type=standard&ref=search-standalone&origin=cardTitle#sol=42feed74fbe892f98ba17f5ffe184afa9576a806,5d ago,,,Auckland CBD,Auckland,$55 – $83 per hour,2025-03-13,,,Apply
Remote Data Entry - Math Expert,Outlier,"This freelance opportunity is remote and hours are flexible, so you can work whenever is best for you",https://www.seek.co.nz/job/82357779?type=standard&ref=search-standalone&origin=cardTitle#sol=b9310fbe98d480bccfa0a3814019cb31f703ec7f,23d ago,,,Auckland CBD,Auckland,$25 – $30 per hour,2025-03-13,,,Apply
Bouncy Castle - Delivery - Setup & Pack Down Crew,Apex Castles Limited,"We are looking for a reliable, physically fit/strong, and customer-friendly person to deliver, set up, and pack down bouncy castles across Auckland.",https://www.seek.co.nz/job/82630701?type=standard&ref=search-standalone&origin=cardTitle#sol=6647e196712f2c114e87d0068cddca54333a307a,2d ago,,,Auckland CBD,Auckland,$28 – $32 per hour start rate,2025-03-13,,,Quick Apply
Warehouse Storeperson,All Euro Parts,"Grow your career in a dynamic distribution center! Excellent benefits, modern facilities, and opportunities for advancement.",https://www.seek.co.nz/job/82181844?type=standard&ref=search-standalone&origin=cardTitle#sol=e8bcb3c94cba46af452e231f953a12f45c5076d0,14d ago,,,Auckland CBD,Auckland,$30 - $34.99 per hour,2025-03-13,,,Quick Apply
Junior Warehouse Assistant,TVH,Seeking a Junior Warehouse Assistant to join our small team.,https://www.seek.co.nz/job/82683803?type=standard&ref=search-standalone&origin=cardTitle#sol=2569297f1a3cd90c769b89f51fb01ca8f8c6c36a,20d ago,,,Auckland CBD,Auckland,$27 – $30 per hour,2025-03-13,,,Quick Apply
Front Office / Guest Services,Blanket Bay,This is a great opportunity for someone looking for a varied and exciting position in a luxury lodge.,https://www.seek.co.nz/job/82403277?type=standard&ref=search-standalone&origin=cardTitle#sol=fce7918bc2ef35cf98e7f50ec9b25a36d6899449,1d ago,,,Auckland CBD,Auckland,Subsidised health insurance after 6 months,2025-03-13,,,Quick Apply
Supermarket cleaner,Just Great Cleaning ltd,Be part of a great family business!,https://www.seek.co.nz/job/82250642?type=standard&ref=search-standalone&origin=cardTitle#sol=b421d37563c1ad9b1729e0eb4e6711a855b590a5,3d ago,,,Auckland CBD,Auckland,$24 – $26 per hour,2025-03-13,,,Quick Apply
Customer Advisor- Part time,Spark New Zealand Trading Limited,Join NZ's #1 Mobile & Digital Services provider and build your career!,https://www.seek.co.nz/job/82729107?type=standard&ref=search-standalone&origin=cardTitle#sol=b7a1856e61c48f976a89e5806b6d3cdeea2ef177,22m ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Customer Experience Officer,Suntory Oceania,This is a great role for someone who is passionate about providing exceptional customer service and wants to grow their career.,https://www.seek.co.nz/job/82645582?type=standard&ref=search-standalone&origin=cardTitle#sol=8f03628c4627dc916111d4c2514c81e5ed498819,14h ago,,,Auckland CBD,Auckland,,2025-03-13,,,Apply
Thunder Jet - Frontline Staff,Watersports Limited,"Are you happiest when you're aboard a boat, surrounded by stunning scenery and like-minded people? If so, we want YOU to be part of our team!",https://www.seek.co.nz/job/82760544?type=standard&ref=search-standalone&origin=cardTitle#sol=169033d9ebc05f5a8cf264bb4b22095adb29022d,3d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Office administrator,Shane Tait Barrister,An exciting opportunity to work in a criminal defence practice.,https://www.seek.co.nz/job/82750913?type=standard&ref=search-standalone&origin=cardTitle#sol=3f54c6a757051c3f30e117e3b4399c78b17036bd,1mo ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Customer Service Coordinator,NZ Uniforms,"To ""wow"" your customers, you need to go above and beyond customer expectations and provide an outstanding customer service experience.",https://www.seek.co.nz/job/82666392?type=standard&ref=search-standalone&origin=cardTitle#sol=ff05b4fcc9b4ec2fc5166d883a17ee5b122e0246,9d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Picker-Packer,Electrical Supply Corp,"Accurately picking and packing orders for dispatch | Putting goods away | Operating the forklift as required.",https://www.seek.co.nz/job/82012374?type=standard&ref=search-standalone&origin=cardTitle#sol=a561fec240a1752d9cd160ebc486c1e6c4abbcb2,4d ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Digital Content Creator,Naveya & Sloane,"This role is ideal for a creative, detail-oriented individual who thrives in a fast-paced environment and a keen eye for luxury aesthetics.",https://www.seek.co.nz/job/82525486?type=standard&ref=search-standalone&origin=cardTitle#sol=d357892989e155138e5da00f34070727c2228903,2h ago,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Experienced Pick Packers,Nexus Recruitment,Join our dynamic team in Lower Hutt! Excellent opportunities for career growth and work-life balance.,https://www.seek.co.nz/job/82641639?type=standard&ref=search-standalone&origin=cardTitle#sol=30210363aed381611d3b2bb2c77349812f53dd0e,,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Storeperson,Enterprise Recruitment,Sink your teeth into a role you can elvolve. Manage warehouse logistics and create streamlined processes to support with the growth of the business.,https://www.seek.co.nz/job/82758652?type=standard&ref=search-standalone&origin=cardTitle#sol=a6edbd69c02ba54e6a4503db70082db673071fa0,,,,Auckland CBD,Auckland,,2025-03-13,,,Quick Apply
Warehouse Assistant,Halcyon Lighting,Halcyon Lighting are looking for a new team member to join our experienced Warehouse crew,https://www.seek.co.nz/job/82144420?type=standard&ref=search-standalone&origin=cardTitle#sol=07970e3f9afe1ee050b8007605ba40645aae22a3,24d ago,,,East Tamaki,Auckland,Competitive rate,2025-03-13,,,Quick Apply
Customer Service Representative - Hamilton,Enviro NZ,"Dispatch collections to our drivers, process customer orders & set up new accounts & handle all incoming calls and emails from customers!",https://www.seek.co.nz/job/82336498?type=standard&ref=search-standalone&origin=cardTitle#sol=aba895ac6e5ba6686be2d9980c3487a591979bac,16d ago,,,East Tamaki,Auckland,"$57,000 + Uncapped Commission",2025-03-13,,,Apply
Stocktake Team Member - Mitre 10 MEGA Hornby,Mitre 10,Stocktake Team Member,https://www.seek.co.nz/job/82703743?type=standard&ref=search-standalone&origin=cardTitle#sol=95653e9e7201e012495d33f4927c93d7250b84d1,1d ago,,,East Tamaki,Auckland,$24 – $29 per hour,2025-03-13,,,Apply
Outbound Sales Specialist,Pulse Energy Alliance LP,"Collaborate in our friendly team of 6. Use your proven phone-based Sales experience, tech skills & full NZ work rights to engage with our customers!",https://www.seek.co.nz/job/82466637?type=standard&ref=search-standalone&origin=cardTitle#sol=434f7dd0e5460c2eadf5fa9f8dd42ee527acb1de,11d ago,,,East Tamaki,Auckland,$24.00 - $25.00,2025-03-13,,,Quick Apply
Wait Staff,"First Mates, Last Laugh","First Mates, Last Laugh is centrally located on Westhaven Marina, overlooking the yachts and Auckland city.",https://www.seek.co.nz/job/82181640?type=standard&ref=search-standalone&origin=cardTitle#sol=38de83fa51a25f3579933962eca41b1e40b7413e,23d ago,,,East Tamaki,Auckland,"$50,000 – $60,000 per year",2025-03-13,,,Quick Apply
Butchery Assistant/Meat packer,PAK'nSAVE,Jobs at Pak'nSave Highland Park.,https://www.seek.co.nz/job/82414659?type=standard&ref=search-standalone&origin=cardTitle#sol=ae9b7aa744f142971b50f4b5740c4df00cce6d47,14d ago,,,East Tamaki,Auckland,Staring minimum wage with quarterly pay reviews.,2025-03-13,,,Apply
Customer Experience Coordinator – Flexible Hours (Part-Time or Full-Time),Xpert Window Tinting,Established family-run business in South Auckland welcomes friendly front-of-house representative! Join our reputable and trustworthy team.,https://www.seek.co.nz/job/82289841?type=standard&ref=search-standalone&origin=cardTitle#sol=4deb6e63267633078d137c5f83b82cb9abdc56e0,18d ago,,,East Tamaki,Auckland,Great Pay + Medical Cover + Training + Car parking,2025-03-13,,,Quick Apply
Keyholder - Sylvia Park,Ngahuia Group Limited,Step into leadership as a Keyholder at Hannahs Sylvia Park! Drive sales and enjoy perks like discounts at all of our brands!,https://www.seek.co.nz/job/82726650?type=standard&ref=search-standalone&origin=cardTitle#sol=56ef0f952ac30b6ac010df7076946aab20a5d81c,1d ago,,,East Tamaki,Auckland,$29 – $33 per hour,2025-03-13,,,Apply
Customer Service Cadet,Stellar Recruitment,Deliver high-quality customer service support for an organisation that cares about its people working full time Monday to Friday.,https://www.seek.co.nz/job/82670050?type=standard&ref=search-standalone&origin=cardTitle#sol=7bd9d8d364999bb87fc85880e11d7f1108c45b10,3d ago,,,East Tamaki,Auckland,Immediate start available,2025-03-13,,,Quick Apply
Sample Processing Operator,LIC,"2 permanent, full-time positions, Riverlea, Hamilton Processing the herd test milk samples using automated equipment The future of dairy in NZ",https://www.seek.co.nz/job/82598145?type=standard&ref=search-standalone&origin=cardTitle#sol=688ffe5bcac3af57887bd9761f0ce1c8bcb4e72e,6d ago,,,East Tamaki,Auckland,Competitive wages + discretionary bonus,2025-03-13,,,Apply
Charter Driver,Luxury Airport Shuttles,New role opportunity! We are seeking energetic and enthusiastic people to join our driving team.,https://www.seek.co.nz/job/82595594?type=standard&ref=search-standalone&origin=cardTitle#sol=1c60545406dd1282071f6cdbd5bf0b881cf0e3d4,7d ago,,,East Tamaki,Auckland,"$85,000 – $95,000 per year",2025-03-13,,,Quick Apply
"Customer Service, Admin & Sales Support",Rentokil Initial,"Great opportunity for a Customer Service, Admin & Sales Support to join our fast-growing business and make their mark!",https://www.seek.co.nz/job/82148900?type=standard&ref=search-standalone&origin=cardTitle#sol=b6c6e3dd2068e3d6c0f246ae90b5ae0d5a339517,23d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Medical Receptionist,Plastic Reconstructive Surgery Collective Ltd,"Join our collaborative team and provide exceptional patient care as a Medical Receptionist. Competitive pay, ongoing training, and work-life balance.",https://www.seek.co.nz/job/82678469?type=standard&ref=search-standalone&origin=cardTitle#sol=9159b45b1b9f0f6635e9ccd8d015670c2cc19b4c,2d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Assistant Accountant,CoSell Limited,Take the opportunity to own your own areas of Finance and get some real hands on experience with a varied set of financial operations.,https://www.seek.co.nz/job/82729229?type=standard&ref=search-standalone&origin=cardTitle#sol=31c1ec53f19c7aad57400164f967dc0c7fb2829c,1d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Customer Experience Team Member - Trade Sales,NetYourJob,We are looking for an approachable and self-motivated Customer Experience Team Member - Trade Sales to join the Cirtex Customer Experience Team,https://www.seek.co.nz/job/82594819?type=standard&ref=search-standalone&origin=cardTitle#sol=e8154a8cfdb7881efa44c1a5723af2c4ea61d051,7d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Warehouse & Trade Counter Team Member,Anzor Fasteners,"Learn the art of warehousing, customer service, and the mechanical properties of stainless steel fasteners in our great supportive East Tamaki team",https://www.seek.co.nz/job/82562962?type=standard&ref=search-standalone&origin=cardTitle#sol=79c6ba10e5a405eb959cb597d923875c32a3e50a,7d ago,,,East Tamaki,Auckland,,2025-03-13,,,Apply
Customer Service - Service Facilitator,New Zealand Health Group,We have a 6 month Fixed Term Contract position available in our busy Service Centre,https://www.seek.co.nz/job/82288538?type=standard&ref=search-standalone&origin=cardTitle#sol=26af21623d7d5aa9e7d741a4e6f37583941af077,18d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
People & Culture Coordinator,Farro Fresh,"At Farro, Auckland’s most mouthwatering food market, we are looking for our next HR Superstar.",https://www.seek.co.nz/job/82698830?type=standard&ref=search-standalone&origin=cardTitle#sol=36a2ca1563f72fa2a5f4d27379705c8ddb775de4,2d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Frontline Administrator,Ricoh New Zealand Ltd,"Based at the brand-new head office, located in the Auckland CBD, 15 minutes' walk to Commercial Bay.",https://www.seek.co.nz/job/82669694?type=standard&ref=search-standalone&origin=cardTitle#sol=137a8f530404136762a200514fd7e9c5c13117b2,3d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
"Entry Level Graduate Roles | Annual Salary Review - NZ",Proforce,"As the largest graduate consultancy firm, ProForce Australia offers graduates exciting opportunities to fast-track their professional careers.",https://www.seek.co.nz/job/82254770?type=standard&ref=search-standalone&origin=cardTitle#sol=2604e2bed66bd46838f37eb83705e5cf833236a3,20d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
Customer Experience Account Manager,Vela APX,"Do you have an affinity with people and love helping them? Enjoy working with a motivated and fun team? If YES, we’d love to hear from YOU!",https://www.seek.co.nz/job/82262420?type=standard&ref=search-standalone&origin=cardTitle#sol=d9f1942e585577f129dc3139636b9ff59580f319,20d ago,,,East Tamaki,Auckland,,2025-03-13,,,Quick Apply
